flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
696,5.78,225,211,14,0.228,0,290
697,8.95,221,203,18,0.248,0,440
698,1.36,58,51,7,0.165,0,52
699,7.4,244,223,21,0.288,1,700
700,4.28,103,82,21,0.42,0,140
701,7.12,75,66,9,0.227,0,172
702,2.9,262,245,17,0.064,0,210
703,7.87,143,122,21,0.128,0,300
704,1.68,269,251,18,0.644,0,279
705,4.68,149,138,11,0.049,1,260
706,1.77,75,68,7,0.277,0,65
707,2.36,83,65,18,0.222,0,68
708,6.94,57,44,13,0.367,1,103
709,2.9,187,147,40,0.251,0,155
710,7.57,97,86,11,0.225,1,227
711,1.85,232,208,24,0.46,0,237
712,3.71,156,132,24,0.36,0,184
713,4.88,291,235,56,0.246,0,420
714,11.28,103,78,25,0.279,1,252
715,7.86,255,236,19,0.546,1,641
716,1.12,217,205,12,0.267,0,192
717,4.37,168,137,31,0.477,0,274
718,3.36,192,151,41,0.485,0,317
719,9.19,130,102,28,0.13,0,240
720,4.25,294,240,54,0.127,1,468
721,3.31,195,149,46,0.327,0,254
722,5.14,145,123,22,0.501,0,207
723,5.06,151,116,35,0.163,0,180
724,11.54,200,152,48,0.354,0,382
725,9.73,111,87,24,0.361,1,249
726,10.2,95,85,10,0.027,0,174
727,6.18,136,124,12,0.384,0,178
728,7.28,148,125,23,0.169,0,295
729,5.29,88,76,12,0.272,0,118
730,3.74,192,149,43,0.052,0,233
731,5.32,102,95,7,0.173,1,169
732,9.25,265,239,26,0.252,0,525
733,9.26,241,193,48,0.3,0,447
734,9.57,240,224,16,0.198,1,544
735,7.72,269,239,30,0.238,0,517
736,1.67,129,113,16,0.358,0,114
737,6.5,65,54,11,0.293,0,91
738,8.94,153,141,12,0.105,0,286
739,5.79,280,218,62,0.087,0,346
740,1.07,119,103,16,0.449,0,113
741,8.23,243,187,56,0.376,0,510
742,1.13,295,253,42,0.332,0,261
743,1.71,190,171,19,0.263,0,197
744,3.61,157,145,12,0.178,0,213
745,7.35,96,92,4,0.151,0,180
746,10.58,300,254,46,0.363,1,748
747,10.08,58,54,4,0.14,1,153
748,3.6,240,210,30,0.297,0,356
749,7.99,83,70,13,0.358,1,245
750,1.64,258,231,27,0.109,0,238
751,10.24,268,246,22,0.225,1,701
752,8.25,206,164,42,0.362,0,475
753,5.56,214,163,51,0.244,0,281
754,6.46,220,205,15,0.048,1,364
755,6.51,135,125,10,0.536,1,249
756,1.9,164,125,39,0.266,0,156
757,9.0,113,107,6,0.13,1,293
758,1.52,201,152,49,0.539,0,181
759,1.88,248,236,12,0.089,0,229
760,2.03,83,65,18,0.356,0,73
761,1.77,225,200,25,0.294,0,223
762,6.7,61,47,14,0.169,1,100
763,11.38,200,178,22,0.089,1,455
764,4.71,256,210,46,0.453,0,375
765,4.65,146,137,9,0.216,0,220
766,9.43,170,154,16,0.423,1,481
767,2.81,190,152,38,0.033,0,146
768,7.82,136,115,21,0.452,0,298
769,8.27,151,116,35,0.482,0,295
770,5.29,145,126,19,0.343,0,222
771,9.66,222,173,49,0.175,1,444
772,3.44,163,141,22,0.219,0,233
773,10.51,276,209,67,0.297,0,620
774,6.17,242,184,58,0.251,1,338
775,2.92,96,85,11,0.186,0,87
776,6.43,107,83,24,0.477,0,169
777,3.37,286,224,62,0.137,0,352
778,2.26,182,166,16,0.492,0,179
779,9.38,170,141,29,0.191,1,424
780,5.5,254,238,16,0.302,0,324
781,5.73,167,131,36,0.435,1,327
782,11.46,54,50,4,0.131,0,106
783,8.32,237,222,15,0.156,0,468
784,6.44,145,127,18,0.22,0,211
785,4.12,292,244,48,0.287,1,543
786,11.25,70,55,15,0.601,0,162
787,3.12,201,152,49,0.049,0,280
788,1.78,177,153,24,0.182,0,166
789,1.86,173,163,10,0.247,0,186
790,4.41,195,157,38,0.367,0,247
791,4.92,70,59,11,0.24,0,96
792,9.79,103,89,14,0.096,1,257
793,7.79,187,167,20,0.244,1,434
794,6.46,201,171,30,0.13,0,242
795,1.65,153,135,18,0.433,0,169
796,5.51,160,128,32,0.616,0,236
797,1.22,262,221,41,0.278,0,255
798,6.05,266,207,59,0.084,0,367
799,1.71,165,139,26,0.121,0,158
800,4.85,237,214,23,0.193,1,396
801,4.73,106,83,23,0.509,0,168
802,1.42,300,252,48,0.122,0,260
803,4.97,177,161,16,0.1,1,305
804,7.23,200,166,34,0.046,1,463
805,7.94,199,175,24,0.299,0,427
806,3.11,245,192,53,0.082,0,286
807,2.6,211,182,29,0.098,0,194
808,7.76,169,136,33,0.481,0,340
809,10.74,119,111,8,0.305,1,320
810,7.12,205,179,26,0.332,1,413
811,3.16,144,109,35,0.144,1,219
812,1.47,148,117,31,0.515,0,150
813,4.78,216,199,17,0.441,0,354
814,9.23,91,82,9,0.268,0,181
815,6.37,200,177,23,0.121,0,281
816,9.45,119,98,21,0.532,0,279
817,2.18,257,206,51,0.097,0,192
818,2.75,51,41,10,0.278,0,48
819,4.9,201,171,30,0.065,0,246
820,2.82,194,153,41,0.596,0,199
821,9.55,158,137,21,0.236,0,314
822,7.04,114,106,8,0.092,0,232
823,2.52,119,100,19,0.065,0,120
824,1.99,118,90,28,0.451,0,109
825,3.15,170,135,35,0.165,1,303
826,3.58,158,132,26,0.026,0,190
827,5.77,109,90,19,0.218,1,172
828,6.87,296,227,69,0.748,1,625
829,2.09,227,197,30,0.185,0,187
830,1.61,142,126,16,0.714,0,145
831,1.96,61,47,14,0.581,0,62
832,4.15,152,119,33,0.339,0,210
833,6.79,224,199,25,0.147,0,310
834,4.32,244,210,34,0.362,1,382
835,5.92,161,140,21,0.215,0,218
836,5.69,114,105,9,0.319,1,168
837,8.79,204,155,49,0.129,1,443
838,6.04,97,85,12,0.16,0,116
839,4.43,137,107,30,0.374,0,174
840,3.12,111,102,9,0.306,0,138
841,4.49,93,79,14,0.035,0,114
842,4.74,196,186,10,0.416,0,296
843,10.72,236,189,47,0.242,1,524
844,11.06,185,155,30,0.128,0,384
845,9.26,104,86,18,0.488,0,237
846,9.61,157,148,9,0.222,1,378
847,8.5,96,88,8,0.237,0,190
848,2.29,51,48,3,0.403,0,48
849,3.69,271,242,29,0.21,0,397
850,3.41,271,224,47,0.042,0,362
851,6.29,162,136,26,0.121,1,228
852,6.97,216,179,37,0.45,1,351
853,7.51,222,187,35,0.097,0,446
854,3.34,209,188,21,0.34,0,307
855,2.39,242,219,23,0.312,0,221
856,9.09,215,199,16,0.341,1,532
857,3.7,254,199,55,0.249,0,305
858,2.97,60,50,10,0.12,0,51
859,1.65,187,171,16,0.203,0,180
860,7.35,161,148,13,0.206,1,421
861,1.96,236,183,53,0.527,0,199
862,11.19,139,112,27,0.407,0,308
863,11.38,297,243,54,0.121,1,728
864,2.76,104,91,13,0.391,0,94
865,1.31,197,177,20,0.068,0,181
866,5.18,258,195,63,0.301,0,390
867,7.97,66,53,13,0.283,1,180
868,4.25,117,105,12,0.14,0,165
869,7.36,182,143,39,0.066,0,351
870,4.69,237,190,47,0.128,0,342
871,7.08,200,179,21,0.132,1,407
872,7.9,223,193,30,0.133,0,446
873,2.08,101,93,8,0.379,0,101
874,5.06,187,174,13,0.037,0,246
875,1.52,223,180,43,0.489,0,219
876,3.4,205,184,21,0.119,1,315
877,6.77,146,115,31,0.323,0,208
878,5.81,220,166,54,0.373,1,341
879,10.92,203,190,13,0.477,1,512
880,5.41,232,199,33,0.393,1,432
881,6.71,291,230,61,0.18,0,350
882,9.36,97,77,20,0.144,0,195
883,6.53,78,63,15,0.408,0,128
884,4.91,76,67,9,0.437,1,138
885,5.25,195,168,27,0.277,1,320
886,2.57,153,128,25,0.121,0,139
887,7.34,109,83,26,0.223,1,224
888,6.6,251,223,28,0.363,1,489
889,11.77,299,229,70,0.106,1,656
890,7.64,155,139,16,0.33,0,359
891,7.31,118,89,29,0.17,1,292
892,10.42,251,205,46,0.157,1,630
893,6.62,163,140,23,0.24,0,250
894,6.7,70,58,12,0.476,1,110
895,2.75,201,180,21,0.379,0,187
896,1.38,151,136,15,0.327,0,137
897,10.37,180,167,13,0.764,1,479
898,2.64,281,261,20,0.47,0,289
899,9.86,144,127,17,0.242,1,329
900,6.46,239,191,48,0.22,0,298
901,10.38,154,128,26,0.413,0,340
902,5.26,278,259,19,0.329,0,414
903,10.68,174,136,38,0.093,0,301
904,6.16,51,43,8,0.144,1,91
905,5.23,115,88,27,0.092,0,156
906,4.57,280,229,51,0.122,0,347
907,6.81,162,149,13,0.168,0,247
908,4.63,219,188,31,0.24,1,354
909,7.07,285,234,51,0.177,0,563
910,5.98,211,200,11,0.18,1,350
911,1.15,91,87,4,0.34,0,83
912,3.7,69,64,5,0.242,0,99
913,6.42,146,132,14,0.5,1,256
914,6.11,117,102,15,0.387,0,154
915,8.75,222,190,32,0.348,0,490
916,6.22,285,263,22,0.418,1,487
917,1.78,124,102,22,0.114,0,111
918,3.15,174,145,29,0.371,1,278
919,3.04,219,196,23,0.155,1,323
920,1.18,96,91,5,0.498,0,88
921,4.85,54,51,3,0.279,0,75
922,5.46,266,232,34,0.173,0,394
923,9.99,98,91,7,0.542,1,238
924,6.77,173,152,21,0.359,1,282
925,4.39,86,71,15,0.217,0,115
926,6.31,211,178,33,0.564,0,361
927,2.0,250,226,24,0.584,0,221
928,5.36,247,218,29,0.23,0,307
929,2.91,195,162,33,0.041,0,176
930,10.3,255,199,56,0.221,1,597
931,7.43,68,55,13,0.374,1,152
932,7.11,255,215,40,0.205,1,537
933,3.79,89,79,10,0.104,0,119
934,8.03,66,58,8,0.282,1,154
935,10.26,237,184,53,0.172,1,476
936,7.43,148,140,8,0.424,0,366
937,3.49,142,107,35,0.058,0,161
938,4.98,91,75,16,0.532,1,151
939,9.9,258,210,48,0.455,1,729
940,1.3,172,163,9,0.069,0,166
941,2.37,156,130,26,0.124,0,129
942,10.97,121,104,17,0.235,0,236
943,10.79,114,106,8,0.534,1,268
944,3.27,158,142,16,0.148,1,275
945,7.43,102,79,23,0.203,0,205
946,10.72,277,233,44,0.422,0,596
947,8.34,184,160,24,0.284,1,459
948,4.09,287,269,18,0.253,1,498
949,10.29,182,147,35,0.123,1,465
950,10.53,73,60,13,0.396,1,190
951,2.4,77,64,13,0.524,0,77
952,8.82,111,95,16,0.409,1,277
953,8.5,284,246,38,0.262,0,589
954,4.57,66,55,11,0.317,1,98
955,6.96,278,252,26,0.19,0,432
956,6.22,69,53,16,0.376,1,105
957,4.39,52,44,8,0.361,1,94
958,1.75,214,190,24,0.332,0,214
959,7.39,267,230,37,0.204,0,534
960,11.83,192,152,40,0.25,0,400
961,6.11,100,92,8,0.174,1,158
962,4.41,225,201,24,0.309,1,426
963,8.06,185,151,34,0.224,1,447
964,1.41,190,169,21,0.2,0,199
965,1.7,225,179,46,0.782,0,242
966,1.17,52,49,3,0.037,0,41
967,4.87,242,193,49,0.34,0,310
968,10.35,122,115,7,0.076,0,261
969,4.74,208,198,10,0.256,1,322
970,8.59,154,119,35,0.412,0,298
971,3.08,167,140,27,0.132,1,272
972,6.94,203,179,24,0.056,0,279
973,9.94,258,234,24,0.345,0,527
974,2.44,233,193,40,0.151,0,214
975,8.1,83,71,12,0.113,0,181
976,5.89,186,140,46,0.213,1,306
977,1.96,111,84,27,0.602,0,104
978,3.82,169,140,29,0.196,0,249
979,11.78,164,142,22,0.167,1,404
980,5.79,62,53,9,0.21,1,113
981,2.69,118,96,22,0.099,0,109
982,8.95,218,203,15,0.214,0,396
983,7.81,126,112,14,0.53,0,300
984,3.57,50,47,3,0.117,0,63
985,5.04,138,130,8,0.125,0,179
986,9.92,96,88,8,0.384,1,217
987,1.19,53,46,7,0.42,0,53
988,1.72,277,220,57,0.489,0,286
989,4.38,240,205,35,0.049,0,276
990,7.8,229,203,26,0.192,1,559
991,3.19,59,56,3,0.407,0,84
992,2.34,77,65,12,0.088,0,72
993,2.73,170,153,17,0.479,0,162
994,2.61,175,145,30,0.419,0,169
995,5.49,183,139,44,0.085,0,209
996,6.33,204,190,14,0.185,0,288
997,11.95,297,270,27,0.198,0,587
998,9.17,189,162,27,0.333,0,375
999,2.3,111,84,27,0.215,0,89
1000,6.53,229,183,46,0.144,1,351
1001,6.03,225,174,51,0.552,0,329
1002,7.51,116,103,13,0.182,1,261
1003,9.03,223,168,55,0.253,0,383
1004,4.01,274,255,19,0.354,1,471
1005,1.61,123,116,7,0.187,0,119
1006,2.38,144,113,31,0.36,0,142
1007,10.1,192,147,45,0.203,1,459
1008,5.88,248,232,16,0.608,1,409
1009,10.29,85,79,6,0.165,1,206
1010,3.35,191,181,10,0.208,1,310
1011,3.21,297,276,21,0.449,0,421
1012,11.25,161,147,14,0.482,0,393
1013,3.83,255,193,62,0.254,0,364
1014,7.16,180,147,33,0.614,0,411
1015,9.29,162,129,33,0.068,1,369
1016,2.75,294,234,60,0.248,0,260
1017,11.28,159,135,24,0.201,1,419
1018,2.05,163,129,34,0.275,0,139
1019,8.88,116,97,19,0.15,0,211
1020,6.47,175,156,19,0.283,0,229
1021,9.25,135,114,21,0.097,0,259
1022,10.69,68,58,10,0.24,1,175
1023,5.48,276,217,59,0.239,1,412
1024,1.26,253,191,62,0.297,0,227
1025,6.39,231,201,30,0.245,1,349
1026,5.79,118,95,23,0.19,0,153
1027,6.18,59,55,4,0.131,1,99
1028,7.78,282,225,57,0.339,0,661
1029,2.36,210,184,26,0.186,0,179
1030,8.02,190,180,10,0.381,0,412
1031,1.55,177,156,21,0.193,0,169
1032,1.48,148,123,25,0.115,0,134
1033,11.44,228,212,16,0.074,0,442
1034,8.91,81,62,19,0.154,0,168
1035,9.36,252,236,16,0.587,0,597
1036,6.27,161,124,37,0.083,1,226
1037,6.63,279,226,53,0.117,1,477
1038,11.02,73,65,8,0.244,1,149
1039,9.78,84,74,10,0.164,0,151
1040,11.97,132,106,26,0.238,0,296
1041,3.05,119,99,20,0.345,0,171
1042,6.64,217,178,39,0.533,0,327
1043,4.67,231,202,29,0.184,0,287
1044,4.26,158,135,23,0.628,0,262
1045,1.36,221,167,54,0.494,0,198
1046,2.29,239,217,22,0.153,0,225
1047,10.92,283,246,37,0.505,0,631
1048,10.07,148,132,16,0.137,1,399
1049,3.07,245,196,49,0.084,1,408
1050,8.05,82,66,16,0.117,0,166
1051,3.66,254,227,27,0.213,0,341
1052,5.71,105,99,6,0.036,1,163
1053,6.93,213,202,11,0.117,1,339
1054,5.35,231,200,31,0.054,1,366
1055,2.31,284,247,37,0.637,0,280
1056,10.22,196,148,48,0.193,0,361
1057,2.82,220,189,31,0.366,0,222
1058,6.94,61,55,6,0.174,1,106
1059,8.77,60,47,13,0.245,1,135
1060,1.07,119,102,17,0.072,0,102
1061,5.41,189,157,32,0.147,0,249
1062,4.8,268,250,18,0.291,0,411
1063,10.18,90,79,11,0.07,1,219
1064,6.97,202,154,48,0.16,1,340
1065,11.72,155,129,26,0.275,0,321
1066,10.02,52,46,6,0.097,0,108
1067,1.75,52,43,9,0.511,0,48
1068,7.51,133,103,30,0.222,1,331
1069,7.94,205,184,21,0.351,1,483
1070,4.13,200,170,30,0.216,0,290
1071,10.72,225,171,54,0.31,0,467
1072,11.9,244,224,20,0.166,0,520
1073,5.29,219,177,42,0.101,0,293
1074,4.52,265,220,45,0.097,0,329
1075,1.04,156,127,29,0.336,0,156
1076,11.47,217,191,26,0.219,1,464
1077,11.52,183,163,20,0.155,1,520
1078,2.77,69,57,12,0.083,0,56
1079,6.35,188,171,17,0.216,0,303
1080,4.73,145,126,19,0.23,0,219
1081,5.2,173,158,15,0.331,1,283
1082,10.09,204,194,10,0.33,1,490
1083,8.84,70,53,17,0.463,0,162
1084,1.7,285,247,38,0.051,0,254
1085,1.49,289,219,70,0.303,0,249
1086,7.67,163,151,12,0.198,0,335
1087,5.24,62,52,10,0.215,0,97
1088,4.56,135,123,12,0.166,0,182
1089,2.08,84,67,17,0.077,0,75
1090,6.81,96,77,19,0.145,0,127
1091,5.67,263,244,19,0.231,1,393
1092,8.91,205,158,47,0.313,0,420
1093,9.12,198,181,17,0.338,1,481
1094,9.58,287,238,49,0.103,0,535
1095,7.2,195,147,48,0.246,0,380
1096,3.17,208,161,47,0.3,0,263
1097,3.19,237,180,57,0.257,0,361
1098,10.8,174,154,20,0.032,0,305
1099,6.49,159,148,11,0.261,0,211
1100,1.13,86,79,7,0.177,0,82
1101,7.11,70,60,10,0.182,1,155
1102,1.33,63,50,13,0.444,0,54
1103,8.59,266,245,21,0.412,0,593
1104,4.17,140,115,25,0.182,1,245
1105,3.2,281,249,32,0.211,1,475
1106,2.01,109,97,12,0.106,0,100
1107,9.18,173,142,31,0.079,0,310
1108,4.16,72,62,10,0.439,0,113
1109,10.05,272,215,57,0.526,0,603
1110,6.77,160,148,12,0.414,0,257
1111,9.82,173,138,35,0.635,0,372
1112,7.44,206,194,12,0.294,1,506
1113,4.49,224,205,19,0.241,0,333
1114,2.79,79,65,14,0.325,0,79
1115,10.26,164,128,36,0.284,0,350
1116,7.32,139,126,13,0.279,0,291
1117,7.88,261,231,30,0.25,0,557
1118,1.05,87,74,13,0.269,0,88
1119,3.26,132,120,12,0.369,0,202
1120,6.97,76,60,16,0.117,1,129
1121,7.07,266,212,54,0.398,0,527
1122,1.46,153,141,12,0.353,0,139
1123,10.01,279,240,39,0.051,1,614
1124,8.57,165,132,33,0.306,1,393
1125,2.04,264,233,31,0.416,0,232
1126,9.22,270,223,47,0.14,1,592
1127,10.07,64,61,3,0.377,0,124
1128,1.39,236,196,40,0.497,0,240
1129,4.81,52,48,4,0.288,0,72
1130,8.6,59,47,12,0.371,0,122
1131,9.23,256,226,30,0.095,0,465
1132,3.87,169,152,17,0.413,0,277
1133,6.72,257,201,56,0.278,1,365
1134,2.66,194,183,11,0.473,0,217
1135,11.43,177,155,22,0.406,0,382
1136,5.91,260,228,32,0.259,0,362
1137,5.87,60,54,6,0.278,1,88
1138,3.71,225,173,52,0.198,1,317
1139,1.71,182,146,36,0.283,0,145
1140,7.02,118,111,7,0.523,1,318
1141,3.81,113,92,21,0.25,1,182
1142,8.25,299,253,46,0.52,1,813
1143,8.22,63,49,14,0.53,0,124
1144,11.04,99,88,11,0.136,0,182
1145,5.66,203,170,33,0.231,0,265
1146,6.11,121,103,18,0.167,1,197
1147,11.79,118,101,17,0.442,1,313
1148,3.42,184,159,25,0.261,1,259
1149,2.63,176,160,16,0.279,0,182
1150,5.29,65,52,13,0.431,0,94
1151,3.81,232,200,32,0.618,0,303
1152,2.78,127,97,30,0.617,0,115
1153,1.06,150,135,15,0.223,0,138
1154,2.6,105,86,19,0.541,0,109
1155,6.95,154,118,36,0.377,1,285
1156,8.36,181,148,33,0.389,0,404
1157,8.62,277,215,62,0.639,1,623
1158,6.12,97,77,20,0.111,1,142
1159,5.92,297,261,36,0.235,0,372
1160,3.08,66,55,11,0.528,0,103
1161,8.0,160,147,13,0.222,1,399
1162,9.41,213,180,33,0.343,1,603
1163,7.92,119,108,11,0.188,0,241
1164,4.77,129,104,25,0.215,0,178
1165,1.43,142,120,22,0.371,0,131
1166,6.99,277,241,36,0.421,0,459
1167,5.92,87,78,9,0.194,0,127
1168,3.44,150,113,37,0.419,1,239
1169,2.05,289,271,18,0.245,0,268
1170,7.57,111,105,6,0.401,0,270
1171,3.36,170,155,15,0.273,1,270
1172,3.5,97,74,23,0.337,0,127
1173,7.47,59,45,14,0.262,1,151
1174,11.13,282,231,51,0.082,0,552
1175,1.93,85,66,19,0.222,0,83
1176,1.75,206,187,19,0.286,0,206
1177,2.85,255,193,62,0.252,0,237
1178,7.29,53,49,4,0.665,1,137
1179,11.36,93,87,6,0.418,1,239
1180,3.7,105,98,7,0.339,1,167
1181,7.29,91,77,14,0.283,0,205
1182,7.58,277,220,57,0.063,1,529
1183,2.46,163,143,20,0.273,0,168
1184,5.18,286,216,70,0.405,0,448
1185,5.45,190,164,26,0.178,0,233
1186,1.11,223,206,17,0.177,0,207
1187,5.19,259,222,37,0.117,0,367
1188,10.77,210,171,39,0.134,0,406
1189,5.11,70,55,15,0.802,0,125
1190,3.33,257,221,36,0.417,0,404
1191,10.18,128,107,21,0.345,0,272
1192,3.42,295,265,30,0.342,1,460
1193,2.73,234,193,41,0.609,0,245
1194,9.28,118,89,29,0.487,0,218
1195,10.76,119,112,7,0.053,1,282
1196,6.96,279,216,63,0.149,0,355
1197,6.34,116,98,18,0.36,0,176
1198,7.1,97,88,9,0.309,1,235
1199,7.1,253,193,60,0.287,0,539
1200,7.69,277,237,40,0.107,1,696
1201,10.46,210,186,24,0.236,0,404
1202,6.88,85,78,7,0.389,0,133
1203,7.08,210,190,20,0.197,0,443
1204,1.31,208,163,45,0.093,0,163
1205,2.97,198,164,34,0.434,0,188
1206,9.76,76,59,17,0.089,0,152
1207,5.72,268,243,25,0.426,0,348
1208,3.83,121,113,8,0.247,1,238
1209,7.38,297,282,15,0.247,1,794
1210,6.51,150,128,22,0.387,1,279
1211,1.3,239,180,59,0.198,0,208
1212,3.59,145,118,27,0.533,0,208
1213,2.46,177,158,19,0.152,0,172
1214,1.15,75,59,16,0.383,0,78
1215,4.86,115,92,23,0.181,1,187
1216,2.36,189,179,10,0.32,0,177
1217,3.09,71,56,15,0.307,1,127
1218,5.16,66,59,7,0.354,1,116
1219,3.99,56,52,4,0.108,1,77
1220,5.66,156,142,14,0.472,0,197
1221,6.67,117,101,16,0.419,1,201
1222,6.18,177,154,23,0.339,1,330
1223,4.14,86,77,9,0.178,1,120
1224,1.26,87,80,7,0.177,0,89
1225,10.53,145,116,29,0.468,0,329
1226,9.53,188,142,46,0.125,0,351
1227,8.84,50,40,10,0.206,1,123
1228,4.61,202,180,22,0.582,1,395
1229,1.29,91,82,9,0.216,0,81
1230,7.7,229,208,21,0.348,1,595
1231,10.13,201,186,15,0.221,1,506
1232,4.51,230,194,36,0.571,0,321
1233,11.01,284,236,48,0.597,0,638
1234,7.96,233,189,44,0.474,0,437
1235,5.48,112,92,20,0.313,1,170
1236,2.41,130,116,14,0.301,0,112
1237,3.31,57,51,6,0.411,1,96
1238,3.61,236,193,43,0.435,0,365
1239,4.18,222,196,26,0.273,0,327
1240,5.99,76,69,7,0.434,0,113
1241,5.86,101,89,12,0.322,0,156
1242,1.62,195,175,20,0.092,0,151
1243,11.11,140,131,9,0.186,0,296
1244,3.68,135,106,29,0.357,0,186
1245,4.39,65,51,14,0.348,0,87
1246,4.73,115,105,10,0.356,0,174
1247,2.65,54,51,3,0.591,0,62
1248,8.32,131,106,25,0.085,0,242
1249,1.9,180,164,16,0.344,0,167
1250,11.53,268,234,34,0.494,1,608
1251,2.08,167,157,10,0.347,0,145
1252,3.25,130,118,12,0.184,0,169
1253,6.52,257,204,53,0.137,1,455
1254,9.95,119,94,25,0.109,1,246
1255,8.96,164,150,14,0.203,0,369
1256,10.57,56,50,6,0.346,0,110
1257,6.12,99,92,7,0.259,1,178
1258,10.29,191,179,12,0.696,1,510
1259,6.36,215,162,53,0.1,0,289
1260,2.92,281,231,50,0.244,0,259
1261,1.83,256,216,40,0.135,0,228
1262,4.74,160,128,32,0.075,0,211
1263,3.98,96,76,20,0.727,1,174
1264,7.57,161,127,34,0.502,0,407
1265,2.58,210,199,11,0.297,0,194
1266,11.24,92,84,8,0.432,1,247
1267,5.6,140,115,25,0.156,0,178
1268,10.95,78,69,9,0.143,0,157
1269,1.45,177,134,43,0.033,0,167
1270,2.18,234,192,42,0.407,0,208
1271,9.16,278,211,67,0.517,1,759
1272,1.14,182,166,16,0.22,0,172
1273,11.95,270,210,60,0.085,0,567
1274,2.56,145,129,16,0.396,0,153
1275,7.9,237,179,58,0.345,1,520
1276,1.17,166,153,13,0.38,0,149
1277,5.38,119,101,18,0.173,0,147
1278,3.21,179,142,37,0.236,1,319
1279,9.48,119,103,16,0.494,1,284
1280,3.43,159,137,22,0.13,1,264
1281,5.86,220,166,54,0.404,0,308
1282,4.06,181,157,24,0.281,0,235
1283,2.84,105,88,17,0.316,0,94
1284,8.12,270,254,16,0.43,1,599
1285,8.97,236,185,51,0.628,1,646
1286,11.6,138,114,24,0.265,1,352
1287,4.38,186,162,24,0.088,1,273
1288,1.12,297,282,15,0.032,0,263
1289,4.47,180,150,30,0.468,1,320
1290,4.57,267,253,14,0.195,1,471
1291,5.04,225,214,11,0.27,1,410
1292,6.71,220,182,38,0.057,1,307
1293,9.55,268,245,23,0.139,0,609
1294,6.52,149,136,13,0.205,0,202
1295,1.36,273,224,49,0.457,0,267
1296,7.18,178,168,10,0.228,0,413
1297,6.18,106,95,11,0.579,0,157
1298,11.47,230,212,18,0.128,1,497
1299,3.34,295,247,48,0.091,1,517
1300,3.35,193,158,35,0.252,1,306
1301,9.12,100,81,19,0.241,0,186
1302,4.2,161,145,16,0.161,0,216
1303,7.22,252,235,17,0.317,0,540
1304,2.88,267,250,17,0.225,0,255
1305,1.15,153,133,20,0.193,0,136
1306,5.02,176,134,42,0.464,1,256
1307,4.3,104,95,9,0.428,0,151
1308,5.48,50,45,5,0.383,0,75
1309,4.71,139,130,9,0.656,0,187
1310,5.62,205,170,35,0.189,1,319
1311,3.48,102,84,18,0.383,1,166
1312,6.81,235,194,41,0.52,1,381
1313,9.71,122,95,27,0.358,1,316
1314,2.32,237,203,34,0.522,0,220
1315,3.46,236,218,18,0.198,1,416
1316,8.31,157,141,16,0.325,0,345
1317,2.75,199,163,36,0.313,0,194
1318,11.75,57,48,9,0.104,0,113
1319,3.46,299,253,46,0.281,1,499
1320,4.87,226,184,42,0.148,1,345
1321,8.19,91,75,16,0.469,0,221
1322,11.93,204,158,46,0.15,0,413
1323,8.13,216,180,36,0.592,1,483
1324,7.15,260,207,53,0.496,0,578
1325,8.81,74,67,7,0.072,1,175
1326,3.59,87,71,16,0.141,0,106
1327,6.51,134,104,30,0.199,0,185
1328,1.17,201,176,25,0.371,0,188
1329,9.73,73,58,15,0.541,0,140
1330,9.23,109,88,21,0.309,1,253
1331,4.05,260,244,16,0.56,1,513
1332,2.09,227,190,37,0.22,0,205
1333,7.31,160,148,12,0.284,1,361
1334,4.95,115,88,27,0.234,1,176
1335,10.91,191,151,40,0.495,0,477
1336,6.29,102,95,7,0.236,0,129
1337,4.93,209,194,15,0.535,0,281
1338,7.59,155,129,26,0.342,0,335
1339,4.21,145,128,17,0.147,0,215
1340,8.87,269,254,15,0.345,1,631
1341,6.33,225,190,35,0.238,0,326
1342,5.83,88,77,11,0.413,0,141
1343,9.77,217,202,15,0.477,0,504
1344,10.29,91,72,19,0.453,0,179
1345,1.07,160,123,37,0.34,0,134
1346,3.88,153,123,30,0.217,0,217
1347,10.19,126,99,27,0.287,0,233
1348,4.81,253,230,23,0.126,0,341
1349,8.16,57,52,5,0.621,0,130
1350,6.13,256,233,23,0.223,0,358
1351,4.61,75,60,15,0.363,0,117
1352,4.77,189,144,45,0.073,0,240
1353,4.7,92,75,17,0.313,0,129
1354,1.98,228,177,51,0.072,0,207
1355,1.87,159,131,28,0.587,0,173
1356,4.55,268,234,34,0.218,0,379
1357,11.22,259,224,35,0.374,0,603
1358,11.2,286,268,18,0.364,1,864
1359,1.86,149,141,8,0.103,0,126
1360,8.24,112,91,21,0.2,0,206
1361,11.84,98,85,13,0.211,0,209
1362,6.44,164,138,26,0.044,1,266
1363,9.48,204,172,32,0.371,1,486
1364,6.78,186,167,19,0.058,0,241
1365,11.21,296,254,42,0.405,0,687
1366,10.97,216,185,31,0.337,0,497
1367,3.06,114,100,14,0.474,0,186
1368,7.34,248,195,53,0.034,0,463
1369,3.1,267,230,37,0.579,0,378
1370,6.8,120,100,20,0.022,0,143
1371,1.98,293,226,67,0.372,0,243
1372,9.53,56,44,12,0.072,0,107
1373,11.72,249,193,56,0.236,1,598
